Source,Target,F-statistic,p-value
Fp2,T5,537.6248016984683,2.2407310870893593e-230
FZ,Fp2,515.1763642092218,6.152114364610591e-221
Fp1,T5,470.3741151296827,4.623065447596273e-202
Fp1,T6,455.841558959376,6.291605325110301e-196
Fp2,T6,425.737586766732,3.327792249392954e-183
T4,T5,402.24211754859925,2.9423471789133592e-173
FZ,Fp1,361.3399421729115,6.579737441572835e-156
F8,T5,329.67106039421026,1.9100817740114695e-142
CZ,FZ,325.2312595767098,1.480998161996506e-140
F4,Fp2,318.1064996220671,1.5988355303670405e-137
F4,T5,316.15866496021977,1.0796746714288208e-136
F7,Fp1,311.8151094192765,7.644711699061462e-135
F3,T5,303.91107835941665,1.783288372938967e-131
F3,T6,285.503083923256,1.2620975038372541e-123
F8,Fp2,280.7876760745522,1.2982270284335613e-121
F4,T6,259.90218515476926,1.0790957641851624e-112
T6,T5,257.42669805501237,1.2332261576077459e-111
Fp2,F4,254.60354156682672,1.9852278897686934e-110
Fp1,T4,249.26235929795243,3.814961163457115e-108
FZ,F3,240.74470350666908,1.678259127243727e-104
Fp2,P3,236.31809548705036,1.3154218797723645e-102
F8,T6,235.95688566754924,1.877822209827042e-102
T4,O2,233.08911326138355,3.170417922204864e-101
Fp2,FZ,232.90554512660478,3.7992214763609327e-101
Fp1,FZ,232.86696305132918,3.9464822264282986e-101
FZ,F8,231.66887045665862,3.9283211351012966e-52
T4,O1,230.8184530659009,2.9727394659989585e-100
Fp2,T4,229.72604350786725,8.72673417413906e-100
Fp2,T3,225.0643138097647,8.65045259039131e-98
FZ,F7,219.89357765825483,1.3944802938002849e-49
CZ,F4,216.60446993147121,3.6397540293919865e-94
F7,T6,215.4336307666518,1.1555421957993253e-93
FZ,T5,214.93451627173533,1.8909119367627768e-93
Fp2,C3,211.4262169629767,6.029320508580776e-92
FZ,F4,202.99642533762213,2.48006926648929e-88
Fp1,P3,202.18901840193755,5.504663555834793e-88
T4,PZ,196.47967478993962,1.5479242600578475e-85
F8,O2,194.05071485077536,1.705737492730172e-84
F7,T5,182.89668868238147,1.0462478498687457e-79
C3,F8,181.58390593788425,2.833280816323494e-41
Fp2,O2,181.55926027825993,3.925817701123031e-79
Fp1,O2,179.03793268813848,4.750337617444395e-78
FZ,T6,178.7416115627223,6.367835975274836e-78
Fp1,C3,174.5709451178555,3.9400782523603255e-76
F8,O1,174.38454262037027,4.737889960429742e-76
C4,F4,174.09702406743315,6.296616353762779e-76
T6,F7,173.08132940102448,1.7198176857468859e-75
F8,T3,172.51870148173876,3.0006635523788686e-75
Fp1,F4,169.42595877241763,6.3999173051040484e-74
F7,Fp2,169.24611494018777,7.646477233921205e-74
C4,F8,169.03359605892862,9.43607737901926e-74
Fp1,C4,167.03460953902425,6.822062600046674e-73
T4,T3,166.50193411295777,1.1557577517012998e-72
Fp2,C4,163.31881997145248,2.6987936633840053e-71
Fp2,O1,162.32543470790677,7.215133872061633e-71
T3,T6,161.96054281967008,1.0354395835881297e-70
T4,P3,161.41425869362573,1.7782749623524756e-70
CZ,F3,161.39787370565963,1.8073561478622947e-70
T6,Fp1,160.67062896010688,3.713080064212426e-70
Fp2,PZ,159.33979314016102,1.386708001789217e-69
Fp1,T3,158.05168464648207,4.964873106370101e-69
T3,O2,157.1287944127954,1.2382383465788228e-68
T4,T6,150.37553573606206,9.949143917567465e-66
CZ,C3,150.07529196846767,1.3395741765824853e-65
F3,T4,148.64051856823184,5.550304311483518e-65
T6,T3,148.3976350932605,7.060401582786325e-65
T4,F7,145.47715944652282,1.2753558801457808e-63
T3,T4,143.7595229186404,6.996936528321219e-63
C3,T6,143.27793606622595,1.127713186436456e-62
Fp1,PZ,142.3588596828778,2.8042475243121864e-62
F7,O2,140.4854935010262,1.795887588213525e-61
F3,C4,140.0044664585942,2.8931497817364734e-61
CZ,Fp2,137.87245352829586,2.3950769929520993e-60
Fp1,O1,137.6189018080543,3.079608280196628e-60
FZ,C4,136.90453800549943,6.253170368359498e-60
F3,F7,134.59325186214375,4.676429911495434e-31
C3,T5,133.76972265288933,1.3999470511884767e-58
F4,T4,133.10709932178895,2.700875693673914e-58
F4,C4,132.82678675399646,3.56647530504911e-58
F8,F7,132.68034564305106,4.123958941480435e-58
F4,T3,132.37946299450886,5.5579200663386e-58
F4,O2,127.51206617682061,6.946441242353213e-56
F4,FZ,126.85337949745029,2.2718844005648026e-29
F4,C3,125.96913079675298,3.2105785409272636e-55
F3,O2,124.01475814580367,2.2324200389782922e-54
T3,O1,123.43537494602582,3.9670492882889415e-54
F8,C4,122.44110082147282,1.0640991366699582e-53
C4,T5,122.06201334041866,1.5501332243217863e-53
T4,P4,121.23479449358776,3.5230125498896715e-53
T5,T4,118.58838964390056,4.8717151925402014e-52
F7,T4,118.546669052491,5.077706587285368e-52
C3,F4,118.25768921829948,6.7646890250222e-52
O2,T5,118.0881224399314,8.004785860274632e-52
F3,F4,117.76076085472988,1.1078491957012279e-51
FZ,C3,116.48536637207881,3.929627580187274e-51
Fp2,F7,116.0007318127689,6.357803090450274e-51
F4,O1,115.96978869949186,6.556148173394145e-51
C3,F3,115.84848553971638,7.395219613361647e-51
T4,Fp1,115.58059272837205,9.648501851415178e-51
T6,Fp2,114.40118917872968,3.1118066563327945e-50
F4,F8,108.73255235012952,2.0400553194667934e-25
F7,O1,108.26783398044391,1.3749409700448584e-47
F3,C3,108.04176125589301,1.721102848790042e-47
T6,F3,107.34934218476941,3.423809599821393e-47
F7,C4,107.17298614573606,4.0793401453262976e-47
C3,C4,105.52962207100897,2.0872775914583077e-46
T6,O1,105.52478227835232,2.097337542328331e-46
C4,T6,104.04986740557375,9.07918851213275e-46
F4,P3,102.45476886609838,4.429419079476519e-45
T4,C4,102.02047125260974,6.819648827044531e-45
C3,O2,100.28498769678596,3.825928546920392e-44
O1,P3,99.65354023985856,7.165851986829636e-44
Fp2,F3,99.6305133952686,7.33172822473038e-44
F3,Fp1,99.32132659318214,9.969069367882635e-44
T6,PZ,98.67306191876285,1.8987192728211007e-43
C4,O2,98.39978293519047,2.4912523037619046e-43
F8,P3,97.7155241896549,4.9178692141915985e-43
FZ,T4,96.84709839019185,1.1658689920354187e-42
F3,O1,96.84688392140195,1.1661175563278279e-42
Fp1,P4,96.66449145206744,1.3979065477069156e-42
P3,T6,96.44324079106245,1.7417650798473103e-42
PZ,T5,96.0144176596148,2.667543292049973e-42
F8,PZ,95.48796791575612,4.501790588796902e-42
CZ,Fp1,95.01641944349049,7.19389286816556e-42
PZ,P3,94.78938717815787,9.015323507661252e-42
F7,F8,94.08517699002452,1.8156033667116594e-41
C3,FZ,93.84538215725335,2.304381526318839e-41
T4,C3,92.97365314115912,5.482057792966984e-41
CZ,F8,92.41710661890335,9.533582896882196e-41
T5,Fp1,91.76284967655005,1.8271320188537866e-40
P4,F8,91.59626161291972,1.1364240693393814e-21
T6,C3,91.0912368052538,3.5627889715046463e-40
Fp2,P4,90.61413796211117,5.725604328676648e-40
F8,C3,90.00319604218207,1.0511399103382788e-39
T4,F3,89.80611980778892,1.278707762168168e-39
Fp1,F3,89.63528143998985,1.5154850095626242e-39
F3,T3,89.41024929295212,1.8955619015664868e-39
F3,P3,88.44525821954039,4.948930363852671e-39
P3,T5,87.80776163219333,9.329442454114824e-39
P3,O1,87.53349263998595,1.2255187025301222e-38
FZ,O2,87.00333974402183,2.0764102076687082e-38
T6,FZ,86.07762628156942,5.21413327033303e-38
F8,FZ,85.78336010740935,2.129120632288587e-20
C4,FZ,85.22993172675491,1.2116311432558011e-37
F3,FZ,85.20869048741044,2.844978743607428e-20
FZ,O1,85.17016809918482,1.2858429646786732e-37
F7,F4,83.8430100415501,4.814336684220249e-37
T5,T6,81.34663832511454,5.7693624680259445e-36
P4,T5,79.89323671459887,2.4500046180716895e-35
F4,F7,79.4437585035537,3.8318229122261274e-35
C4,C3,79.42948632017853,3.8866294077299184e-35
C4,Fp2,78.60567642831359,8.822478535823004e-35
T6,C4,78.39032062104887,1.0931046222256887e-34
C3,Fp2,77.77035496984523,2.0258232631866236e-34
CZ,C4,76.92638864568977,4.692104830088045e-34
PZ,O2,75.55750173796918,1.832515654105997e-33
T6,F8,75.19277299521795,2.634538189817866e-33
P3,O2,74.59430990522951,4.779720763413606e-33
F8,T4,74.49354573621073,5.283976353913594e-33
T6,F4,74.3997397382961,5.8011163027179146e-33
FZ,CZ,74.02183586855791,8.45036100544607e-33
C3,O1,73.9829511799262,8.783849868332512e-33
T4,Fp2,73.40965170798489,1.5542608243613897e-32
F8,P4,72.96292842602519,2.424654028078138e-32
P3,T4,72.93522727523042,2.492445217487747e-32
F8,Fp1,72.62204981625445,3.404245417402604e-32
Fp1,F8,72.51810349954444,3.7753767765489264e-32
F4,PZ,72.30856943969438,4.651036028532197e-32
FZ,T3,72.25264722019257,4.917305248446411e-32
T6,P3,70.53888350663763,2.708308812429039e-31
F3,F8,70.33664216149813,3.3124202012932817e-31
P4,O2,70.30224415339529,3.427827092238804e-31
T4,F8,70.12981298378703,5.776229140246685e-17
F7,C3,69.52233312114326,7.451712288536742e-31
C4,O1,69.06808169666002,1.1713429269933341e-30
F7,F3,67.9209164139368,3.670856948818105e-30
F4,F3,67.43069153052708,5.9809820701124515e-30
C3,F7,67.40907900537897,6.111098829340645e-30
F3,PZ,67.24622734656421,7.187013404424732e-30
F3,Fp2,65.31317733473333,4.927167591932216e-29
T5,O2,65.24564184681411,5.269973338572464e-29
T5,Fp2,65.10298432440162,6.074525971607985e-29
T3,PZ,64.39156177693577,1.2337687051563923e-28
PZ,T6,63.73045532107108,2.3834355691523777e-28
P4,P3,62.525518612327154,7.914869830247571e-28
T5,FZ,61.32198057716445,2.624932449961655e-27
F7,FZ,60.61289753274599,7.156523931136568e-15
O2,T3,60.46816246675184,6.1449788795907764e-27
T5,C3,59.14771800178744,2.290055771590523e-26
T5,F3,57.862623792423456,8.239893670964245e-26
F7,P4,57.625440492565325,1.0436587246523866e-25
C3,T4,56.30758379921498,3.880301120478987e-25
Fp1,F7,56.12542152585652,4.652650705264797e-25
C4,F7,55.59003152430311,7.932467085069369e-25
T6,O2,54.59474829787234,2.138802751703233e-24
F3,CZ,54.314381101060526,2.8282615568645898e-24
Fp2,F8,54.23578920019837,3.0586950702593326e-24
CZ,F7,54.226178194359015,3.0881336457434153e-24
Fp1,CZ,54.15906985597388,3.301736915339238e-24
F8,F3,53.90311423676892,4.2611652714597875e-24
T5,O1,53.78328932225906,4.8016787927411115e-24
C4,F3,53.15643829680563,8.968588451738091e-24
FZ,P3,52.49210046077562,1.7389725698916237e-23
Fp2,CZ,51.98216136377569,2.890917006158852e-23
F7,PZ,51.80580423024968,3.4465048177397137e-23
T5,F8,51.24055689670309,6.054447905716242e-23
F3,P4,50.40083210046177,1.398322842987827e-22
T5,F4,49.98761145450134,2.1110841629151292e-22
CZ,O2,49.549568823649025,3.267044157560282e-22
C3,Fp1,49.145908739988876,4.88565962805238e-22
T3,C4,48.81097506474217,6.822429266587171e-22
T3,T5,48.78298580297624,7.015484283959973e-22
T5,F7,48.18166055441809,1.2776761342654905e-21
T4,CZ,47.751626498057824,1.9616605452079378e-21
T3,P4,47.71988297358766,2.0247382050958273e-21
F4,Fp1,47.32089036967814,3.0139492090446917e-21
CZ,T6,47.19832315247237,3.405723583281988e-21
F4,P4,46.84273119324053,4.854990813316198e-21
P4,F4,46.50031988672454,6.830667505225221e-21
CZ,T5,46.222097682336404,9.014555858811082e-21
FZ,PZ,45.76639256289899,1.4199960595781224e-20
F4,CZ,44.52733106852193,4.885288953128979e-20
F7,P3,44.241130869622474,6.498924708691994e-20
T5,PZ,43.86497519052951,9.457039226133644e-20
T5,C4,43.73741932445413,1.073991210935843e-19
T4,FZ,43.38568258556098,1.5252575879016643e-19
O2,F7,42.76513779785493,2.832165396707198e-19
F7,T3,42.72959271390995,2.9343674987475825e-19
F8,F4,42.56398330413217,6.94275166866421e-11
PZ,CZ,42.024856963442296,5.926096039365002e-19
PZ,O1,41.098254482555745,1.4932901138530903e-18
C3,CZ,41.06849145171043,1.538285681920253e-18
PZ,F4,38.1536985609116,2.817011368934978e-17
O1,T4,38.11068871195317,2.940513104084233e-17
Fp1,Fp2,38.08722943355598,3.010143130745586e-17
O2,O1,37.64939841106507,4.658924501507582e-17
T3,F8,36.72625454829482,1.170232326566263e-16
FZ,P4,36.13222378515901,2.1167530497623707e-16
CZ,P3,35.71953946917913,3.1951783135095946e-16
P4,O1,35.25899079014794,5.059016417088243e-16
C4,T3,34.80788206202249,7.935092478206965e-16
T4,F4,34.3381773601074,1.2679502749896984e-15
O2,P3,34.182800316532294,1.4805988230060938e-15
T6,CZ,32.720725131006944,6.369179804715433e-15
F7,CZ,32.5324720195699,7.685539932875704e-15
P3,F8,32.27590099251764,1.3492170384473763e-08
P3,Fp1,31.129039872123094,3.118651209694048e-14
PZ,P4,30.789347077517228,4.377322499807354e-14
CZ,PZ,30.174271460876923,3.9791651973797735e-08
C4,CZ,29.968387603695856,9.932781856981118e-14
CZ,O1,29.093627693142285,2.3783417281375315e-13
PZ,C3,27.78776812407541,8.757806307544309e-13
P4,F7,27.575550010904013,1.0824336297268654e-12
F8,CZ,27.163217671920712,1.6336878215967744e-12
C4,Fp1,27.048357221586514,1.8321791982234724e-12
PZ,F8,26.63050649913283,2.7805726363494972e-12
PZ,FZ,26.521201075213185,3.1011748416352017e-12
T3,C3,25.660281140052675,7.325043241459425e-12
T6,P4,25.416360961302694,9.344897201285566e-12
P4,C3,24.920260855364177,1.5335205937593715e-11
P4,Fp2,24.461004503999785,2.4256868330136995e-11
O2,T4,24.45731964290285,2.434627944083349e-11
PZ,T4,24.403492732289337,2.5690566762374053e-11
T5,P4,23.137428550390208,9.094996334389839e-11
PZ,C4,23.02458934165882,1.0179755966281811e-10
P3,P4,22.869319058322368,1.188704208449778e-10
P4,FZ,22.757778617889084,1.3287589761361536e-10
O2,Fp1,22.046486214669486,2.703488781760885e-10
O1,F8,21.168386664247627,4.222580658291427e-06
O1,T6,20.93734949325461,8.184086789688945e-10
P4,T3,20.41721831536112,1.3758424823968447e-09
P4,T6,20.069286242214616,7.494491607137892e-06
C4,P3,19.563996232405852,9.760592841576086e-06
O2,F8,18.756184648737516,7.228767726840042e-09
O2,F4,18.351826931216756,1.8417831630590815e-05
T3,F4,17.55445835328309,2.4009090241129527e-08
PZ,Fp2,17.549813090012712,2.412075541822759e-08
O1,P4,17.335429527822996,2.988099749291159e-08
O2,T6,17.317080792880866,3.0433732818762925e-08
P4,F3,17.26549805771913,3.2042997182341133e-08
P4,CZ,17.088988012397838,3.8221545417036334e-08
P3,Fp2,17.05632531934541,3.948920103171034e-08
C3,T3,16.626199868423246,4.5627880886991404e-05
T3,CZ,16.50791490506451,6.829680019969472e-08
Fp2,Fp1,16.452656331213618,7.217289926193954e-08
O1,T3,15.971419748932988,1.1672421017169691e-07
PZ,F3,15.683275787211155,1.556598411071588e-07
P3,F7,15.63637954363876,1.6312609651668934e-07
C3,P4,14.934237011322104,3.289796014196369e-07
O2,P4,14.71442630569483,4.0977283188754716e-07
T3,P3,14.633107883258276,4.4445412069121944e-07
P4,C4,14.310835041818034,6.13284157100682e-07
O1,F7,14.069612039951105,7.804241756279828e-07
O2,C4,13.954168735187698,8.758368762204624e-07
T3,Fp2,13.787120662775662,1.0349239336350533e-06
PZ,F7,13.741613071631017,1.0830665298885328e-06
P3,C4,13.638082994020348,1.2011001750125856e-06
O1,O2,13.404459196539976,1.5168934182902e-06
O2,Fp2,13.242183598579663,1.7839053760771204e-06
P3,PZ,12.572402596747386,3.483529471031377e-06
P3,F3,12.228999878001284,4.9095520732809884e-06
P4,Fp1,11.563783953198241,9.543919882237987e-06
P3,C3,11.45012775279088,0.0007157481996725287
C3,P3,11.444068156550669,0.0007180852280860755
O2,C3,11.418764314609405,1.1032217183698148e-05
T6,T4,11.184453182320457,1.3942831903434836e-05
O1,T5,10.866599090018381,1.9155707206099687e-05
PZ,T3,9.813735375953058,5.4859988653525594e-05
O2,F3,9.20046243439413,0.0001012601506375792
P3,CZ,9.134055381086648,0.00010820872196113305
P3,T3,8.997591813939284,0.0001240206699252665
CZ,P4,8.601865068403447,0.00018418808181044623
O1,C4,8.519643225864948,0.0001999635866406448
CZ,T4,8.00085896897338,0.00033584568688944764
P3,F4,7.413312130300288,0.0006042062935809672
CZ,T3,7.347909585358591,0.0006450243500651599
O1,F4,7.259064997803222,0.007058081540874987
T5,CZ,7.120431162492118,0.0008096998827510582
P4,PZ,7.0521982833324,0.0008668503280213063
T3,FZ,6.8490705122378035,0.0010619964704285912
O1,Fp2,6.626853264459868,0.010049711644313201
O1,Fp1,5.924547945723371,0.0026759492730220108
C3,PZ,5.633751693828686,0.0035786850124751002
O2,FZ,5.346121272211491,0.0047708627560609585
T3,Fp1,5.325741300166116,0.0048690572540663205
O2,PZ,4.693679745563063,0.009159247334135012
O1,F3,4.689705742473304,0.030351207217744057
T3,F3,4.679540097081897,0.009289637333109313
P3,FZ,4.440616411702033,0.011795936516095512
O1,FZ,4.440068218517018,0.03511260624106116
T3,F7,3.800670883861278,0.022365863190274497
PZ,Fp1,3.773473350438515,0.022982359142276015
C4,PZ,3.1005811942435817,0.045036556955471235
