source,target,consistency
Fp1,T5,0.9823008849557522
Fp1,T6,0.9823008849557522
Fp2,T5,0.9823008849557522
Fp2,T6,0.9646017699115044
FZ,Fp2,0.9380530973451328
T4,T5,0.9380530973451328
F4,T5,0.9026548672566371
F8,Fp2,0.9026548672566371
F4,Fp2,0.8938053097345132
Fp1,T4,0.8938053097345132
F3,T5,0.8849557522123894
F3,T6,0.8761061946902655
Fp2,T4,0.8672566371681416
CZ,FZ,0.8672566371681416
F8,O2,0.8672566371681416
F8,T5,0.8672566371681416
Fp2,P3,0.8672566371681416
FZ,Fp1,0.8672566371681416
F7,T6,0.8584070796460177
FZ,CZ,0.8584070796460177
T6,T5,0.8584070796460177
F7,Fp1,0.8584070796460177
Fp1,P3,0.8584070796460177
Fp1,FZ,0.8584070796460177
T3,T6,0.8495575221238938
F8,T6,0.8495575221238938
T5,T4,0.8407079646017699
T6,T3,0.831858407079646
Fp2,FZ,0.831858407079646
F4,T6,0.831858407079646
T4,O1,0.8230088495575221
Fp2,F4,0.8141592920353983
T4,F7,0.8053097345132744
T4,T3,0.8053097345132744
F7,T5,0.8053097345132744
Fp2,O2,0.7964601769911505
T6,F7,0.7964601769911505
T4,PZ,0.7964601769911505
T6,Fp1,0.7964601769911505
T5,T6,0.7964601769911505
FZ,T5,0.7964601769911505
Fp2,T3,0.7964601769911505
Fp1,O2,0.7876106194690266
Fp2,C3,0.7876106194690266
T5,F8,0.7876106194690266
T5,F4,0.7876106194690266
T4,O2,0.7876106194690266
CZ,F3,0.7787610619469026
FZ,F3,0.7787610619469026
Fp1,C3,0.7787610619469026
C3,T6,0.7787610619469026
T4,Fp2,0.7699115044247787
F3,T4,0.7699115044247787
Fp2,O1,0.7699115044247787
Fp1,O1,0.7699115044247787
T5,Fp2,0.7610619469026548
F7,O2,0.7610619469026548
FZ,T6,0.7522123893805309
Fp2,PZ,0.7522123893805309
T4,T6,0.7522123893805309
T3,O2,0.7522123893805309
T6,Fp2,0.7522123893805309
Fp1,PZ,0.7433628318584071
T6,FZ,0.7433628318584071
T4,Fp1,0.7433628318584071
T5,FZ,0.7433628318584071
T3,T4,0.7433628318584071
Fp1,F4,0.7433628318584071
Fp1,C4,0.7345132743362832
Fp1,T3,0.7345132743362832
Fp2,C4,0.7345132743362832
F8,T3,0.7345132743362832
T5,Fp1,0.7345132743362832
C4,T5,0.7345132743362832
T4,P3,0.7345132743362832
T4,F3,0.7256637168141593
F8,O1,0.7256637168141593
F7,O1,0.7256637168141593
C4,O2,0.7256637168141593
CZ,F4,0.7168141592920354
F3,O2,0.7168141592920354
T3,O1,0.7168141592920354
CZ,C3,0.7168141592920354
T4,C3,0.7168141592920354
T4,FZ,0.7168141592920354
F3,C3,0.7168141592920354
T6,F3,0.7079646017699115
C4,T6,0.7079646017699115
F3,O1,0.7079646017699115
F7,T4,0.7079646017699115
F4,T4,0.6991150442477876
F8,P4,0.6991150442477876
T4,C4,0.6991150442477876
Fp2,P4,0.6991150442477876
T6,C4,0.6902654867256637
T5,PZ,0.6902654867256637
T5,C4,0.6902654867256637
T6,F8,0.6902654867256637
T5,C3,0.6814159292035398
F4,O1,0.6814159292035398
F4,O2,0.6814159292035398
CZ,Fp2,0.6814159292035398
F3,P3,0.6814159292035398
T6,F4,0.6814159292035398
P3,T6,0.672566371681416
F4,CZ,0.672566371681416
C3,T5,0.672566371681416
T5,F7,0.672566371681416
T6,C3,0.672566371681416
Fp2,F3,0.672566371681416
FZ,O1,0.672566371681416
T5,O2,0.672566371681416
F4,C3,0.6637168141592921
F7,P4,0.6637168141592921
FZ,F4,0.6637168141592921
FZ,C4,0.6637168141592921
Fp1,P4,0.6637168141592921
C3,O2,0.6637168141592921
P3,T4,0.6637168141592921
C3,F3,0.6637168141592921
F8,C4,0.6637168141592921
T5,F3,0.6637168141592921
F8,F7,0.6637168141592921
CZ,Fp1,0.6637168141592921
T4,F4,0.6548672566371682
Fp1,F8,0.6548672566371682
P3,O2,0.6548672566371682
F8,PZ,0.6548672566371682
Fp2,F7,0.6548672566371682
T4,P4,0.6460176991150443
C4,F8,0.6460176991150443
F3,C4,0.6460176991150443
Fp1,F3,0.6460176991150443
PZ,T5,0.6371681415929203
T6,PZ,0.6371681415929203
FZ,O2,0.6371681415929203
T4,F8,0.6371681415929203
P4,O2,0.6371681415929203
T6,P3,0.6371681415929203
FZ,C3,0.6371681415929203
PZ,P3,0.6371681415929203
O2,F7,0.6371681415929203
T6,O2,0.6371681415929203
PZ,CZ,0.6283185840707964
F4,P3,0.6283185840707964
F3,CZ,0.6283185840707964
FZ,T4,0.6283185840707964
CZ,O2,0.6283185840707964
O1,T4,0.6283185840707964
C3,O1,0.6283185840707964
C4,C3,0.6283185840707964
P3,FZ,0.6283185840707964
F8,T4,0.6283185840707964
P4,FZ,0.6283185840707964
F3,Fp1,0.6283185840707964
F8,C3,0.6283185840707964
FZ,F8,0.6194690265486725
PZ,FZ,0.6194690265486725
F4,T3,0.6194690265486725
P3,T5,0.6194690265486725
C4,FZ,0.6194690265486725
P3,F4,0.6194690265486725
T5,O1,0.6194690265486725
F7,C3,0.6194690265486725
Fp2,F8,0.6194690265486725
F8,P3,0.6194690265486725
F7,Fp2,0.6194690265486725
F3,P4,0.6194690265486725
F3,FZ,0.6106194690265486
F4,C4,0.6106194690265486
P4,T5,0.6106194690265486
PZ,O2,0.6106194690265486
C4,CZ,0.6106194690265486
F7,F3,0.6106194690265486
T6,O1,0.6106194690265486
F7,F8,0.6017699115044248
F7,C4,0.6017699115044248
P3,O1,0.6017699115044248
F3,F4,0.6017699115044248
C4,O1,0.6017699115044248
F8,FZ,0.6017699115044248
F8,Fp1,0.5929203539823009
T3,FZ,0.5929203539823009
CZ,C4,0.5929203539823009
F3,PZ,0.5929203539823009
T3,F8,0.5929203539823009
F4,P4,0.5929203539823009
C3,T4,0.5929203539823009
O1,F8,0.584070796460177
CZ,T6,0.584070796460177
F8,CZ,0.584070796460177
O2,T3,0.584070796460177
C3,CZ,0.584070796460177
F7,PZ,0.584070796460177
P3,C4,0.584070796460177
O2,O1,0.5752212389380531
F7,P3,0.5752212389380531
O2,T5,0.5752212389380531
P4,F8,0.5752212389380531
CZ,P3,0.5752212389380531
PZ,C3,0.5752212389380531
P4,CZ,0.5752212389380531
C4,F4,0.5752212389380531
F4,PZ,0.5752212389380531
PZ,T6,0.5752212389380531
FZ,P3,0.5752212389380531
O2,F4,0.5752212389380531
PZ,O1,0.5752212389380531
F7,F4,0.5663716814159292
P3,C3,0.5663716814159292
T3,PZ,0.5663716814159292
P4,F4,0.5663716814159292
FZ,PZ,0.5663716814159292
P3,F8,0.5663716814159292
O1,P3,0.5575221238938053
T3,F4,0.5575221238938053
T3,P4,0.5575221238938053
F7,CZ,0.5575221238938053
P3,Fp2,0.5575221238938053
P3,F3,0.5575221238938053
P3,Fp1,0.5575221238938053
T3,C4,0.5575221238938053
Fp1,CZ,0.5575221238938053
P4,C3,0.5575221238938053
C4,P3,0.5575221238938053
C4,PZ,0.5575221238938053
T4,CZ,0.5575221238938053
C3,C4,0.5575221238938053
O2,F8,0.5486725663716814
P4,Fp2,0.5486725663716814
O2,FZ,0.5486725663716814
C3,F7,0.5486725663716814
P4,T6,0.5486725663716814
F4,Fp1,0.5486725663716814
FZ,F7,0.5486725663716814
F4,FZ,0.5486725663716814
F4,F7,0.5486725663716814
P3,CZ,0.5486725663716814
PZ,C4,0.5486725663716814
F8,F4,0.5486725663716814
F7,FZ,0.5398230088495575
PZ,F8,0.5398230088495575
PZ,F4,0.5398230088495575
CZ,F7,0.5398230088495575
PZ,Fp2,0.5398230088495575
Fp2,CZ,0.5398230088495575
C3,Fp1,0.5398230088495575
O1,FZ,0.5398230088495575
C4,Fp2,0.5398230088495575
F4,F8,0.5398230088495575
PZ,Fp1,0.5309734513274337
T3,Fp2,0.5309734513274337
CZ,O1,0.5309734513274337
PZ,F3,0.5309734513274337
C3,FZ,0.5309734513274337
T6,CZ,0.5309734513274337
P4,F3,0.5309734513274337
T3,T5,0.5309734513274337
T5,P4,0.5221238938053098
P4,F7,0.5221238938053098
P3,F7,0.5221238938053098
P3,PZ,0.5221238938053098
O1,CZ,0.5221238938053098
CZ,F8,0.5221238938053098
T3,C3,0.5221238938053098
CZ,T5,0.5221238938053098
C3,F4,0.5221238938053098
C4,T3,0.5221238938053098
C3,F8,0.5221238938053098
F3,F7,0.5132743362831859
P4,O1,0.5132743362831859
C4,T4,0.5132743362831859
P4,C4,0.5132743362831859
O2,P3,0.5132743362831859
O2,Fp1,0.5132743362831859
T3,F3,0.5132743362831859
F3,F8,0.5132743362831859
F3,T3,0.504424778761062
T3,F7,0.504424778761062
PZ,F7,0.504424778761062
PZ,T4,0.504424778761062
O2,T4,0.504424778761062
C3,P3,0.504424778761062
P4,P3,0.504424778761062
C4,P4,0.504424778761062
Fp1,F7,0.504424778761062
